Permit Number,Latitude,Longitude,Crop(s),AF_Acre,ReportYear
MS-GW-08870,33.4994,-90.7414,Soybeans,0.692912922514,2020
MS-GW-08927,33.6278,-90.8781,Soybeans,0.839032684313,2020
MS-GW-08975,34.3942,-90.2314,Soybeans,0.0544325463814,2020
MS-GW-08984,33.6083,-90.3408,Cotton,0.5558125,2020
MS-GW-08987,33.6531,-90.3033,Cotton,0.639248322148,2020
MS-GW-08999,33.7467,-90.8539,Soybeans,6.6048875,2020
MS-GW-09017,33.3697,-90.69,Soybeans,0.522015,2020
MS-GW-09043,33.1144,-90.5614,Soybeans,0.643391304348,2020
MS-GW-09097,34.0897,-90.6833,Soybeans,0.697915202234,2020
MS-GW-09180,33.8356,-90.7381,Soybeans,0.807054920704,2020
MS-GW-09255,34.3014,-90.4947,Cotton,0.19278724663,2020
MS-GW-09260,34.3492,-90.4778,Cotton,0.367902109779,2020
MS-GW-09262,34.1603,-90.5589,Cotton,0.329843573189,2020
MS-GW-09263,34.1711,-90.5681,Cotton,0.352941176471,2020
MS-GW-09264,34.1639,-90.5675,Cotton,0.3375,2020
MS-GW-09270,34.0225,-90.4219,Corn,0.203846153846,2020
MS-GW-09362,33.7161,-90.285,Corn,0.96428,2020
MS-GW-09363,33.7075,-90.2778,Corn,0.334313333333,2020
MS-GW-09373,33.1847,-90.6967,Soybeans,0.805910344828,2020
MS-GW-09382,33.6658,-90.2556,Soybeans,0.715041666667,2020
MS-GW-09412,34.1353,-90.6142,Corn,0.58355,2020
MS-GW-09422,33.6636,-90.2481,Soybeans,0.502361111111,2020
MS-GW-09555,33.7544,-90.8153,Soybeans,0.178360883474,2020
MS-GW-09623,33.324443,-90.669722,Soybeans,0.575522727273,2020
MS-GW-09655,33.3964,-90.7164,Soybeans,0.829065823845,2020
MS-GW-09662,34.5531,-90.4719,Rice,1.274475,2020
MS-GW-09693,34.1333,-90.6242,Corn,0.581544610245,2020
MS-GW-09695,34.1356,-90.6069,Soybeans,0.976861811476,2020
MS-GW-09740,33.832221,-90.685556,Soybeans,0.919189189189,2020
MS-GW-09948,34.3972,-90.1231,Cotton,0.364077419355,2020
MS-GW-09978,33.5444,-90.9061,Soybeans,0.983026785714,2020
MS-GW-09981,33.5336,-90.8875,Soybeans,0.769849246231,2020
MS-GW-09986,33.9239,-90.3731,Corn,0.3816875,2020
MS-GW-10026,33.4139,-90.5247,Soybeans,0.96316,2020
MS-GW-10141,33.6564,-90.8625,Rice,1.4413875,2020
MS-GW-10193,33.6714,-91.0175,Soybeans,0.614267674075,2020
MS-GW-10195,33.445942,-90.914396,Corn,0.489838383838,2020
MS-GW-10197,33.6031,-91.0697,Cotton,0.125724475108,2020
MS-GW-10235,33.582973,-91.088067,Soybeans,0.37244,2020
MS-GW-10252,33.579999,-91.06856,Soybeans,0.505143884892,2020
MS-GW-10266,33.6003,-91.0753,Cotton,0.251809544,2020
MS-GW-10287,33.3836,-90.4289,Corn,0.649123076923,2020
MS-GW-10288,33.23,-90.9972,Soybeans,0.52222988507,2020
MS-GW-10327,33.7372,-90.4542,Soybeans,1.19745806452,2020
MS-GW-10359,33.4986,-90.9431,Soybeans,0.0,2020
MS-GW-10399,34.4081,-90.2289,Soybeans,0.547700421377,2020
MS-GW-10442,33.8997,-90.2494,Soybeans,0.12367599553,2020
MS-GW-10443,33.8964,-90.2497,Soybeans,0.00655036083299,2020
MS-GW-10505,33.6258,-90.9744,Soybeans,1.16315384615,2020
MS-GW-10511,34.074999,-90.707778,Soybeans,1.15144500056,2020
MS-GW-10512,34.068054,-90.708333,Soybeans,1.19981532216,2020
MS-GW-10525,34.1528,-90.4775,Soybeans,0.854631242527,2020
MS-GW-10557,33.85,-90.9819,Soybeans,0.54108,2020
MS-GW-10558,33.8564,-90.9769,Soybeans,0.514860606061,2020
MS-GW-10598,33.5667,-90.3039,Fish Culture,0.85188372093,2020
MS-GW-10653,34.0542,-90.5256,Cotton,0.311764705882,2020
MS-GW-10663,34.0506,-90.4933,Cotton,0.671331000962,2020
MS-GW-10665,34.045172,-90.490701,Cotton,0.0998614614028,2020
MS-GW-10688,33.1967,-90.9081,Soybeans,0.766126760563,2020
MS-GW-10689,33.1869,-90.8992,Soybeans,1.79711363636,2020
MS-GW-10731,34.3583,-90.605,Cotton,0.0,2020
MS-GW-10779,33.1875,-90.8953,Rice,1.73741818182,2020
MS-GW-10842,33.3106,-90.3442,Fish Culture,0.8956875,2020
MS-GW-10864,33.3678,-90.5383,Soybeans,1.05807058824,2020
MS-GW-10912,33.4272,-90.7758,Soybeans,0.621632993908,2020
MS-GW-10913,33.4522,-90.4069,Soybeans,0.8053,2020
MS-GW-10953,33.2917,-90.8947,Corn,0.520580805799,2020
MS-GW-10963,33.6658,-90.7186,Cotton,0.35105,2020
MS-GW-10965,33.6733,-90.7222,Rice,3.44567692308,2020
MS-GW-11122,33.4619,-90.4356,Soybeans,0.658468965517,2020
MS-GW-11166,33.4647,-90.5764,Soybeans,0.0556923076923,2020
MS-GW-11173,33.5869,-90.7658,Soybeans,0.6395,2020
MS-GW-11190,33.5986,-90.34,Fish Culture,0.278301675978,2020
MS-GW-11236,34.5797,-90.3092,Soybeans,0.67456,2020
MS-GW-11241,33.2814,-90.7344,Soybeans,0.315470796521,2020
MS-GW-11249,34.3006,-90.455,Cotton,0.260683219957,2020
MS-GW-11283,34.2103,-90.4211,Cotton,0.910066666667,2020
MS-GW-11306,33.9831,-90.0919,Cotton,0.3362473096,2020
MS-GW-11332,32.9742,-90.4192,Corn,0.118707692308,2020
MS-GW-11364,33.6417,-91.0144,Soybeans,0.461591666667,2020
MS-GW-11391,33.35,-90.6208,Corn,0.603735,2020
MS-GW-11509,34.1703,-90.4636,Cotton,0.536363636364,2020
MS-GW-11513,33.50444,-91.065555,Corn,2.5475875,2020
MS-GW-11514,33.529443,-91.067777,Corn,2.79848888889,2020
MS-GW-11515,33.5261,-91.0739,Corn,0.964363636364,2020
MS-GW-11516,33.5158,-91.0614,Corn,1.00336363636,2020
MS-GW-11535,34.0419,-90.4553,Cotton,0.190387379917,2020
MS-GW-11560,34.9183,-90.2119,Corn,0.179468293265,2020
MS-GW-11595,33.1058,-91.0561,Soybeans,0.325304761905,2020
MS-GW-11610,33.6897,-90.7958,Soybeans,0.605755555556,2020
MS-GW-11689,33.4825,-90.3342,Cotton,0.405393103448,2020
MS-GW-11710,33.355,-90.5428,Soybeans,0.957907563025,2020
MS-GW-11724,33.4014,-90.5494,Soybeans,1.365675,2020
MS-GW-11754,33.519721,-90.235278,Soybeans,1.54749,2020
MS-GW-11815,33.9189,-90.8175,Soybeans,0.926763004722,2020
MS-GW-11826,33.5744,-90.9825,Soybeans,0.971305,2020
MS-GW-11830,33.5453,-90.6694,Soybeans,0.631266666667,2020
MS-GW-11844,33.3764,-90.6633,Soybeans,0.586622222222,2020
MS-GW-11846,33.4731,-90.7394,Corn,0.989459016393,2020
MS-GW-11879,33.5044,-90.6053,Soybeans,1.04828471867,2020
MS-GW-11881,33.5881,-90.8778,Soybeans,1.27675134033,2020
MS-GW-11883,33.6128,-90.7614,Soybeans,0.438642105263,2020
MS-GW-11887,33.5492,-90.7767,Corn,1.47884375,2020
MS-GW-11895,33.5519,-90.6928,Soybeans,1.01676705853,2020
MS-GW-11896,33.4953,-90.665,Corn,1.11328343718,2020
MS-GW-11914,33.3589,-90.5033,Corn,0.378423995255,2020
MS-GW-11915,34.1644,-90.2858,Soybeans,0.945223717447,2020
MS-GW-11918,34.175,-90.2853,Soybeans,0.721022319424,2020
MS-GW-11941,33.8122,-90.1456,Soybeans,0.112564364868,2020
MS-GW-12043,33.6011,-90.6561,Cotton,0.0965245049717,2020
MS-GW-12077,33.4911,-90.5411,Soybeans,5.56060714286,2020
MS-GW-12286,33.6683,-90.4031,Fish Culture,3.02816666667,2020
MS-GW-12308,33.7228,-90.4269,Rice,1.67879,2020
MS-GW-12310,33.7125,-90.4269,Rice,0.38133125,2020
MS-GW-12471,33.3628,-90.7239,Soybeans,0.39077,2020
MS-GW-12480,33.4514,-90.4394,Soybeans,0.006292,2020
MS-GW-12585,33.1981,-90.8758,Soybeans,0.662362318841,2020
MS-GW-12603,32.9914,-90.35,Soybeans,0.897351365948,2020
MS-GW-12679,33.1197,-90.7367,Soybeans,0.530768421053,2020
MS-GW-12705,33.1375,-91.0006,Soybeans,0.448700729765,2020
MS-GW-12801,33.6739,-90.7483,Soybeans,1.15048333333,2020
MS-GW-12993,33.0722,-90.6344,Soybeans,0.549783783784,2020
MS-GW-13052,33.0339,-90.8122,Soybeans,0.564695652174,2020
MS-GW-13154,33.42,-90.2178,Soybeans,0.0,2020
MS-GW-13237,33.8631,-90.6694,Rice,1.42260769231,2020
MS-GW-13285,33.5261,-90.8886,Rice,2.22769354839,2020
MS-GW-13291,33.5136,-90.8883,Rice,2.10189719626,2020
MS-GW-13315,33.445,-90.9775,Soybeans,0.991102040816,2020
MS-GW-13317,33.3256,-90.6994,Soybeans,0.414655172414,2020
MS-GW-13324,32.9942,-90.3469,Soybeans,0.747116840669,2020
MS-GW-13344,33.449722,-90.867222,Soybeans,0.738886666667,2020
MS-GW-13348,33.1064,-90.4981,Soybeans,0.3598,2020
MS-GW-13405,34.2447,-90.6364,Cotton,0.298171052632,2020
MS-GW-13465,34.8086,-90.3967,Cotton,0.234288,2020
MS-GW-13477,34.3061,-90.3744,Cotton,0.159383937247,2020
MS-GW-13480,33.8517,-90.9178,Soybeans,0.482375,2020
MS-GW-13483,33.5044,-90.7444,Soybeans,0.609725726844,2020
MS-GW-13484,33.5044,-90.7503,Soybeans,0.702712643678,2020
MS-GW-13491,34.1372,-90.7639,Soybeans,0.307195214703,2020
MS-GW-13552,33.9456,-90.1717,Soybeans,0.280114965489,2020
MS-GW-13580,33.9917,-90.0947,Cotton,0.302235899348,2020
MS-GW-13609,34.1022,-90.4761,Cotton,0.260190152713,2020
MS-GW-13614,34.2908,-90.4675,Cotton,0.381465420089,2020
MS-GW-13646,33.3903,-90.8625,Soybeans,0.443124822693,2020
MS-GW-13679,33.2039,-90.9856,Soybeans,0.668316666667,2020
MS-GW-13698,34.1767,-90.4822,Rice,1.71935638534,2020
MS-GW-13700,34.1806,-90.4881,Rice,2.37130098886,2020
MS-GW-13716,33.8214,-90.2936,Soybeans,1.82897037037,2020
MS-GW-13838,33.665,-90.6928,Cotton,0.410773869347,2020
MS-GW-13874,33.3425,-91.1225,Soybeans,0.35335121899,2020
MS-GW-13895,34.7908,-90.3903,Cotton,0.241966666667,2020
MS-GW-13904,32.971944,-90.971944,Soybeans,0.2709125,2020
MS-GW-13938,33.8453,-90.9858,Soybeans,0.182475274268,2020
MS-GW-13963,33.99611,-90.54111,Soybeans,0.789033195087,2020
MS-GW-13968,32.9397,-90.9314,Soybeans,0.365,2020
MS-GW-13971,32.9592,-90.8706,Corn,0.491975,2020
MS-GW-13973,32.9586,-90.8658,Soybeans,0.346453333333,2020
MS-GW-13986,34.2831,-90.2311,Soybeans,0.172878947368,2020
MS-GW-13995,33.3761,-90.7342,Soybeans,0.0810236329688,2020
MS-GW-14002,33.4269,-90.425,Corn,0.496156976744,2020
MS-GW-14012,33.4583,-90.5731,Soybeans,0.243509090909,2020
MS-GW-14019,33.4994,-90.6047,Soybeans,1.59108938083,2020
MS-GW-14030,33.9881,-90.4028,Soybeans,0.67601010101,2020
MS-GW-14091,33.0478,-91.0806,Soybeans,0.306242424242,2020
MS-GW-14189,33.6814,-90.9975,Rice,3.25085160086,2020
MS-GW-14322,34.5103,-90.4428,Cotton,0.427679571638,2020
MS-GW-14368,34.8094,-90.3864,Cotton,0.229535,2020
MS-GW-14503,33.4764,-90.6328,Soybeans,0.0,2020
MS-GW-14555,34.324166,-90.519722,Corn,0.535092846549,2020
MS-GW-14659,33.1619,-90.7036,Soybeans,0.7223738084,2020
MS-GW-14849,32.98,-90.3614,Soybeans,1.07589189189,2020
MS-GW-16590,33.7708,-89.9472,Cotton,0.204223951592,2020
MS-GW-16955,33.7836,-90.0544,Cotton,0.0691314513442,2020
MS-GW-36030,33.8631,-90.6711,Soybeans,0.8200948198,2020
MS-GW-36082,34.1592,-90.3053,Soybeans,0.426655036764,2020
MS-GW-36098,33.2936,-90.8831,Soybeans,8.54886363636,2020
MS-GW-36101,33.2794,-91.0214,Soybeans,0.858352035144,2020
MS-GW-36134,33.3356,-90.8925,Soybeans,0.316764163213,2020
MS-GW-36156,34.7314,-90.3958,Soybeans,0.50111794814,2020
MS-GW-36158,34.7381,-90.3983,Corn,0.25234988666,2020
MS-GW-36207,33.7633,-90.7975,Rice,2.6639,2020
MS-GW-36223,32.88,-90.9353,Soybeans,0.3870375,2020
MS-GW-36233,33.2267,-90.7575,Soybeans,0.826341666667,2020
MS-GW-36237,33.8119,-90.7256,Soybeans,0.0,2020
MS-GW-36281,34.1956,-90.62,Soybeans,0.991003144183,2020
MS-GW-36282,33.2836,-90.8797,Corn,0.5776,2020
MS-GW-36297,33.1142,-90.5556,Soybeans,0.990225,2020
MS-GW-36307,33.1643,-90.9883,Rice,1.80968,2020
MS-GW-36311,34.2669,-90.3525,Cotton,0.325861390266,2020
MS-GW-36321,34.0206,-90.3883,Soybeans,0.200177419355,2020
MS-GW-36323,33.6664,-90.6436,Rice,2.41529230769,2020
MS-GW-36331,34.0197,-90.5742,Corn,0.592,2020
MS-GW-36332,34.0161,-90.4267,Soybeans,0.94375,2020
MS-GW-36366,32.8897,-90.8594,Soybeans,0.0968299384571,2020
MS-GW-36380,34.3347,-90.2522,Rice,1.69688978276,2020
MS-GW-36423,33.3056,-91.0906,Soybeans,0.212645,2020
MS-GW-36442,34.2808,-90.2231,Soybeans,0.641729411765,2020
MS-GW-36443,34.232221,-90.241389,Cotton,0.22289412807,2020
MS-GW-36447,33.5144,-90.2403,Soybeans,0.5273,2020
MS-GW-36464,34.3417,-90.3425,Soybeans,0.440282452241,2020
MS-GW-36486,33.5553,-90.2889,Fish Culture,1.87974,2020
MS-GW-36491,33.5392,-90.5828,Soybeans,1.2105628518,2020
MS-GW-36523,33.5811,-90.7756,Soybeans,0.75132,2020
MS-GW-36536,34.0325,-90.3797,Soybeans,0.658333333333,2020
MS-GW-36573,33.8814,-90.9436,Soybeans,0.45362391075,2020
MS-GW-36586,33.675,-90.9903,Soybeans,0.439659375942,2020
MS-GW-36608,33.3314,-90.9675,Rice,2.80198941605,2020
MS-GW-36626,33.6458,-90.7464,Soybeans,0.41444,2020
MS-GW-36633,34.144166,-90.39,Cotton,0.30663374856,2020
MS-GW-36636,33.3539,-90.4703,Soybeans,1.08343,2020
MS-GW-36637,33.3539,-90.4794,Soybeans,0.7818,2020
MS-GW-36640,34.218888,-90.59,Cotton,1.12498571429,2020
MS-GW-36652,33.8289,-90.7533,Soybeans,0.673926764722,2020
MS-GW-36657,34.452777,-90.225556,Soybeans,0.563386666667,2020
MS-GW-36667,34.2806,-90.205,Rice,4.9807,2020
MS-GW-36682,34.1806,-90.6561,Corn,0.843208333333,2020
MS-GW-36698,34.0725,-90.2617,Soybeans,1.40907448579,2020
MS-GW-36701,33.804167,-90.161389,Soybeans,0.505664285714,2020
MS-GW-36702,33.8044,-90.1631,Soybeans,0.645386150369,2020
MS-GW-36717,32.9972,-90.9186,Soybeans,0.45390070922,2020
MS-GW-36719,34.2772,-90.3719,Cotton,0.513383251584,2020
MS-GW-36761,34.0319,-90.2508,Soybeans,0.498202509039,2020
MS-GW-36765,33.5397,-90.7631,Soybeans,0.1104,2020
MS-GW-36783,33.8525,-90.7542,Soybeans,0.827242424242,2020
MS-GW-36787,33.4942,-90.3594,Soybeans,0.619928571429,2020
MS-GW-36802,33.3947,-90.3064,Corn,0.648870235486,2020
MS-GW-36845,33.6092,-90.9767,Soybeans,0.231025532096,2020
MS-GW-36862,34.8192,-90.2153,Rice,2e-05,2020
MS-GW-36863,34.8242,-90.2192,Rice,0.781134615385,2020
MS-GW-36881,33.3492,-90.5333,Fish Culture,1.4693940937,2020
MS-GW-36884,34.5625,-90.3317,Soybeans,0.0379612091489,2020
MS-GW-36904,33.6311,-90.9658,Soybeans,1.41548404437,2020
MS-GW-36905,33.6311,-90.9622,Soybeans,0.839393278096,2020
MS-GW-36925,32.881388,-90.971944,Soybeans,0.110888888889,2020
MS-GW-36926,33.237777,-90.501111,Soybeans,0.23419047619,2020
MS-GW-36931,33.6747,-90.2814,Rice,1.14374375,2020
MS-GW-36934,33.6819,-90.2897,Soybeans,0.859666666667,2020
MS-GW-36942,33.1883,-90.6928,Soybeans,1.13102380952,2020
MS-GW-36951,33.0114,-91.0942,Soybeans,0.63786,2020
MS-GW-36982,33.515,-90.5944,Soybeans,1.89107996583,2020
MS-GW-37004,33.81,-90.8689,Rice,1.77123217346,2020
MS-GW-37024,33.6086,-90.6886,Soybeans,0.478675675676,2020
MS-GW-37049,32.8964,-90.9475,Soybeans,0.642566326531,2020
MS-GW-37090,34.1992,-90.1728,Cotton,0.378470588235,2020
MS-GW-37093,34.2056,-90.1594,Cotton,0.240269230769,2020
MS-GW-37095,33.7961,-90.5083,Soybeans,0.683,2020
MS-GW-37109,32.7569,-90.935,Soybeans,0.0,2020
MS-GW-37112,33.5247,-90.3636,Cotton,0.204434782609,2020
MS-GW-37121,33.873888,-90.529167,Rice,1.270792,2020
MS-GW-37130,32.98844,-90.420157,Soybeans,0.710317241379,2020
MS-GW-37210,33.891388,-90.504167,Soybeans,0.641333333333,2020
MS-GW-37227,33.5083,-90.5728,Soybeans,0.0113414634146,2020
MS-GW-37264,33.6817,-90.8158,Soybeans,0.938259909841,2020
MS-GW-37268,33.7183,-90.9931,Corn,1.24624705882,2020
MS-GW-37282,34.3725,-90.2442,Soybeans,1.81405,2020
MS-GW-37285,33.9064,-90.7172,Rice,4.81140029573,2020
MS-GW-37318,34.152777,-90.390278,Cotton,0.688409336324,2020
MS-GW-37345,33.5161,-90.3186,Soybeans,0.34231875,2020
MS-GW-37349,33.9075,-90.91361,Soybeans,2.98218,2020
MS-GW-37371,33.895874,-90.722397,Soybeans,0.702061403509,2020
MS-GW-37382,32.8853,-91.0508,Soybeans,0.351384615385,2020
MS-GW-37391,34.1347,-90.4944,Cotton,0.573333333333,2020
MS-GW-37393,34.0911,-90.4633,Cotton,0.46875,2020
MS-GW-37408,34.2764,-90.1958,Rice,1.32608125,2020
MS-GW-37415,33.6061,-90.8664,Soybeans,0.977779310345,2020
MS-GW-37417,33.3436,-90.7817,Soybeans,3.72124016326,2020
MS-GW-37418,33.3578,-90.7339,Rice,3.19368333333,2020
MS-GW-37427,32.98735,-90.427271,Soybeans,0.0684695652174,2020
MS-GW-37459,33.5722,-90.7944,Soybeans,0.657181818182,2020
MS-GW-37481,33.7481,-90.63,Soybeans,0.488632,2020
MS-GW-37526,32.9361,-90.9739,Soybeans,0.0,2020
MS-GW-37531,33.4353,-90.2111,Soybeans,1.47762352941,2020
MS-GW-37591,32.9567,-90.9697,Cotton,0.0,2020
MS-GW-37594,34.7678,-90.3644,Cotton,0.18360105606,2020
MS-GW-37619,33.7108,-90.7181,Soybeans,0.203385185185,2020
MS-GW-37632,33.0867,-90.9231,Soybeans,0.709804799969,2020
MS-GW-37633,33.1225,-90.9408,Soybeans,2.07727758312,2020
MS-GW-37636,34.2042,-90.4972,Cotton,0.116393383189,2020
MS-GW-37653,33.4103,-90.4092,Soybeans,0.610696666667,2020
MS-GW-37664,33.6108,-90.6811,Soybeans,0.418857142857,2020
MS-GW-37681,33.780277,-90.763611,Corn,0.212823943662,2020
MS-GW-37686,33.6197,-90.7814,Soybeans,0.528789045568,2020
MS-GW-37735,33.8214,-90.6844,Soybeans,0.907725,2020
MS-GW-37740,33.6825,-90.72,Soybeans,0.729765095706,2020
MS-GW-37748,33.5703,-90.6494,Soybeans,0.300018181818,2020
MS-GW-37763,33.829166,-90.680833,Soybeans,0.915546218487,2020
MS-GW-37780,33.6822,-90.9864,Soybeans,0.63325225808,2020
MS-GW-37809,33.3469,-90.4464,Soybeans,0.9012,2020
MS-GW-37875,34.35,-90.2244,Soybeans,0.666811047395,2020
MS-GW-37904,33.3753,-90.5092,Soybeans,0.914802197802,2020
MS-GW-37906,33.3861,-90.505,Soybeans,1.0918,2020
MS-GW-37907,33.3947,-90.5847,Soybeans,1.11467901235,2020
MS-GW-37908,33.3778,-90.5647,Soybeans,1.05126666667,2020
MS-GW-37909,33.3753,-90.5717,Soybeans,0.823232876712,2020
MS-GW-37924,33.293055,-90.92,Soybeans,0.484721428571,2020
MS-GW-37943,33.7133,-90.51,Rice,2.291125,2020
MS-GW-37945,33.945689,-90.771231,Soybeans,0.965071428571,2020
MS-GW-37946,33.945046,-90.745378,Soybeans,0.357142857143,2020
MS-GW-37991,32.9489,-90.9708,Cotton,0.0,2020
MS-GW-37997,33.9461,-90.5681,Corn,0.309266666667,2020
MS-GW-37999,33.9308,-90.5847,Soybeans,0.286775510204,2020
MS-GW-38005,34.4453,-90.2719,Soybeans,0.599428571429,2020
MS-GW-38027,33.0994,-91.1125,Soybeans,0.100548192771,2020
MS-GW-38050,33.8642,-90.6836,Soybeans,0.786459459459,2020
MS-GW-38051,33.8747,-90.6756,Soybeans,0.900037991752,2020
MS-GW-38055,33.5997,-90.965,Soybeans,0.95884,2020
MS-GW-38079,33.4986,-90.2586,Cotton,1.50948333333,2020
MS-GW-38083,33.3794,-90.5506,Corn,0.98106779661,2020
MS-GW-38085,33.3858,-90.5444,Corn,0.695708661417,2020
MS-GW-38086,33.3381,-90.7417,Rice,1.71208333333,2020
MS-GW-38088,33.3533,-90.725,Soybeans,0.581727272727,2020
MS-GW-38089,33.3578,-90.7292,Soybeans,0.5944,2020
MS-GW-38090,33.3931,-90.5586,Soybeans,0.989478873239,2020
MS-GW-38097,34.3889,-90.0944,Corn,0.17884526125,2020
MS-GW-38115,33.3661,-91.0153,Soybeans,0.4039,2020
MS-GW-38138,34.0689,-90.6994,Soybeans,0.848369529151,2020
MS-GW-38150,33.2339,-90.75,Soybeans,0.52846,2020
MS-GW-38170,33.6842,-91.0064,Soybeans,0.892652212697,2020
MS-GW-38184,33.2731,-90.8833,Corn,0.507685005579,2020
MS-GW-38216,33.9225,-90.9164,Soybeans,1.011125,2020
MS-GW-38267,34.0508,-90.6822,Corn,0.534562930223,2020
MS-GW-38272,33.3931,-90.5314,Soybeans,0.9718,2020
MS-GW-38282,33.8089,-90.5581,Soybeans,0.423313043478,2020
MS-GW-38283,33.8053,-90.5597,Soybeans,0.32996,2020
MS-GW-38285,33.8075,-90.5489,Soybeans,0.630575757576,2020
MS-GW-38286,33.8083,-90.5522,Soybeans,0.431660869565,2020
MS-GW-38287,33.8158,-90.5619,Soybeans,0.825833333333,2020
MS-GW-38305,33.0303,-91.105,Soybeans,0.0,2020
MS-GW-38306,33.301388,-90.920278,Soybeans,0.878558823529,2020
MS-GW-38327,34.2642,-90.55,Cotton,0.25241496647,2020
MS-GW-38328,34.2553,-90.5431,Cotton,0.310490001873,2020
MS-GW-38352,33.3283,-90.6733,Soybeans,0.584813953488,2020
MS-GW-38353,33.3289,-90.6672,Soybeans,0.72572,2020
MS-GW-38355,34.16055,-90.595278,Soybeans,0.315416666667,2020
MS-GW-38366,33.8919,-90.3189,Soybeans,0.913307692308,2020
MS-GW-38376,33.6683,-90.5842,Soybeans,0.668924943045,2020
MS-GW-38399,33.4997,-90.6614,Soybeans,1.31688141527,2020
MS-GW-38443,33.4131,-90.2117,Soybeans,1.06102,2020
MS-GW-38446,33.3847,-90.8603,Soybeans,0.595695815523,2020
MS-GW-38472,34.1922,-90.6097,Corn,0.922703345342,2020
MS-GW-38480,34.0267,-90.4328,Corn,0.571428571429,2020
MS-GW-38482,34.0333,-90.4683,Cotton,0.438940911843,2020
MS-GW-38532,33.1831,-90.8986,Rice,2.43185507246,2020
MS-GW-38569,33.6058,-90.6878,Soybeans,0.507714285714,2020
MS-GW-38624,34.3281,-90.2467,Soybeans,0.661344343341,2020
MS-GW-38678,32.9725,-90.7931,Soybeans,0.759487179487,2020
MS-GW-38731,33.6456,-90.3689,Soybeans,0.398587301587,2020
MS-GW-38740,33.8681,-90.8061,Soybeans,0.48427745123,2020
MS-GW-38749,34.7908,-90.3575,Soybeans,0.567140587441,2020
MS-GW-38750,34.7719,-90.3939,Soybeans,1.00523611978,2020
MS-GW-38775,33.3081,-90.7594,Soybeans,0.8599375,2020
MS-GW-38777,32.785,-90.6456,Cotton,0.969852546917,2020
MS-GW-38778,32.7975,-90.6519,Cotton,1.13426785714,2020
MS-GW-38811,34.2475,-90.4058,Cotton,0.307660392797,2020
MS-GW-38833,34.9097,-90.2144,Soybeans,0.361809061265,2020
MS-GW-38876,33.3844,-90.59,Soybeans,1.05755555556,2020
MS-GW-38881,33.3728,-91.0061,Soybeans,0.83956043956,2020
MS-GW-38887,34.2883,-90.4628,Cotton,0.466587358216,2020
MS-GW-38924,32.9406,-90.8575,Corn,0.092475,2020
MS-GW-38957,32.855277,-90.977222,Soybeans,0.110888888889,2020
MS-GW-38958,32.887777,-90.963056,Soybeans,0.190936363636,2020
MS-GW-38959,34.3275,-90.3211,Soybeans,0.680032608696,2020
MS-GW-38994,34.0733,-90.2503,Soybeans,1.0412244898,2020
MS-GW-38997,33.2239,-90.6494,Fish Culture,2.81172312179,2020
MS-GW-39000,34.7886,-90.3642,Soybeans,0.85479907208,2020
MS-GW-39018,33.5728,-90.0914,Soybeans,0.209402603914,2020
MS-GW-39034,34.3972,-90.1289,Cotton,1.33332748538,2020
MS-GW-39086,33.0611,-90.6333,Soybeans,0.414089383149,2020
MS-GW-39110,33.6078,-90.2578,Corn,0.835268187509,2020
MS-GW-39121,34.313055,-90.516111,Corn,0.753928715304,2020
MS-GW-39127,33.8519,-90.7972,Soybeans,0.996118036022,2020
MS-GW-39149,33.6289,-90.9286,Rice,0.988846153846,2020
MS-GW-39153,33.543833,-90.864899,Rice,1.83888571429,2020
MS-GW-39164,33.5442,-90.7639,Soybeans,0.676111111111,2020
MS-GW-39165,33.6244,-90.5308,Soybeans,1.27213333333,2020
MS-GW-39178,33.6981,-90.5125,Soybeans,0.608079497908,2020
MS-GW-39212,33.2783,-90.8942,Soybeans,0.599741024884,2020
MS-GW-39219,34.1742,-90.4517,Cotton,0.127906976744,2020
MS-GW-39226,33.6061,-90.9933,Soybeans,1.16576056338,2020
MS-GW-39277,33.6272,-90.7153,Soybeans,0.728466666667,2020
MS-GW-39310,33.5718,-90.8242,Soybeans,0.453875,2020
MS-GW-39336,34.1675,-90.4786,Rice,1.78368,2020
MS-GW-39340,34.3572,-90.1358,Soybeans,0.545014285714,2020
MS-GW-39348,34.3569,-90.1475,Soybeans,0.583041666667,2020
MS-GW-39359,34.6836,-90.2225,Rice,1.3802,2020
MS-GW-39387,33.327499,-90.704167,Corn,0.303818181818,2020
MS-GW-39390,33.9025,-90.9869,Soybeans,0.0286707350034,2020
MS-GW-39404,33.475,-90.3406,Cotton,0.634105882353,2020
MS-GW-39406,33.4875,-91.0497,Soybeans,0.562957142857,2020
MS-GW-39407,33.4806,-91.0403,Soybeans,0.545233333333,2020
MS-GW-39412,33.876639,-90.520472,Rice,1.28131428571,2020
MS-GW-39421,33.5472,-91.0489,Soybeans,1.07776666667,2020
MS-GW-39437,33.9486,-90.7497,Soybeans,0.313266666667,2020
MS-GW-39455,33.8203,-90.9108,Soybeans,0.847425,2020
MS-GW-39471,33.33,-90.2181,Cotton,0.424978494624,2020
MS-GW-39476,33.910277,-90.92,Corn,5.00075641026,2020
MS-GW-39477,33.0017,-90.9269,Soybeans,0.498285714286,2020
MS-GW-39509,34.302777,-90.185278,Soybeans,0.497542857143,2020
MS-GW-39510,34.2964,-90.1767,Soybeans,0.403277777778,2020
